"YEAR","PROJECT_CODE","EVENT_NUMBER","EVENT_ID","START_TIME","END_TIME","VESSEL_CODE","STATION_ID","STATION_ORIG","STATION_TYPE_CODE","ADFG_STAT_AR","NMFS_REP_AR","DATE_SET","DATE_HAULED","START_LATITUDE","START_LONGITUDE","END_LATITUDE","END_LONGITUDE","POSITION_TYPE","GEAR_CODE","HEADING_TRUE","MINIMUM_DEPTH","MAXIMUM_DEPTH","WIRE_LENGTH","TOW_SPEED","TARE_WEIGHT","GROSS_WEIGHT","CATCH_WEIGHT","HAUL_SAMPLE_TYPE","SURFACE_TEMP","BOTTOM_TEMP","SURFACE_SALINITY","GEAR_PERFORMANCE_CODE","GEAR_COMMENTS","USED_IN_ESTIMATE","SEA_STATE_CODE","SWELL_HEIGHT_CODE","CLOUD_CODE","COMMENTS","CTD","TD","BOTTOM_SENSOR","NET_SONAR","VIDEO","PHOTOS","NET_ID","HEAD_ROPE_LENGTH","Tow_Length_Calc","TOW_LENGTH_FIELD","TOW_LENGTH_DESIGNATED","DURATION","DB_Comments","Photo_1","Photo_2","Photo_3"
"1996","T05","013","1996T05013",12/30/1899 17:20:00,12/30/1899 17:44:00,"19433","43","43","Standard","535906","630",6/22/1996 0:00:00,6/22/1996 0:00:00,59.297167,-153.247333,59.304667,-153.217167,,"07",18.000000,47.548799,49.377599,137.000000,2.900000,161.478883,392.810992,231.332108,"T",,,,"01","T","NO","1","2","1","Rip in net at 0.5 mile","0","0","0","0","0","0",,70.000000,"1.02",1.000000,1.030000,24,"Gear_perf changed",,,
"1996","T05","014","1996T05014",12/30/1899 8:23:00,12/30/1899 8:36:00,"19433","42","42","Standard","535905","630",6/23/1996 0:00:00,6/23/1996 0:00:00,59.279167,-153.445833,59.276333,-153.427667,,"07",68.000000,25.603199,27.431999,91.000000,2.800000,,,,"W",,,,"20","H","NO","2","2","1","hung up - no fish data","0","0","0","0","0","0",,70.000000,"0.57",0.500000,0.500000,13,"Gear_perf changed",,,
"1996","T05","015","1996T05015",12/30/1899 10:56:00,12/30/1899 11:21:00,"19433","37","37","Standard","535906","630",6/23/1996 0:00:00,6/23/1996 0:00:00,59.364833,-153.061000,59.367500,-153.096167,,"07",228.000000,47.548799,49.377599,137.000000,2.700000,168.736361,799.229755,630.493394,"W",,,,"01",,"YES","2","3","7","Data logger","0","0","0","0","0","0",,70.000000,"1.09",1.000000,1.090000,25,,,,
"1996","T05","016","1996T05016",12/30/1899 12:24:00,12/30/1899 12:49:00,"19433","33","33","Standard","535906","630",6/23/1996 0:00:00,6/23/1996 0:00:00,59.462833,-153.138667,59.452667,-153.110667,,"07",73.000000,36.575999,40.233599,137.000000,2.700000,159.664514,600.556297,440.891783,"W",,,,"01",,"YES","2","2","5",,"0","0","0","0","0","0",,70.000000,"1.04",1.000000,1.050000,25,,,,
"1996","T05","017","1996T05017",12/30/1899 13:49:00,12/30/1899 14:16:00,"19433","28","28","Standard","535931","630",6/23/1996 0:00:00,6/23/1996 0:00:00,59.532333,-153.108333,59.518667,-153.086667,,"07",88.000000,32.918399,34.747199,91.000000,2.600000,163.293253,849.124916,685.831663,"T",,,,"01",,"YES","1","2","5",,"0","0","0","0","0","0",,70.000000,"1.04",1.000000,1.060000,27,,,,
"1996","T05","018","1996T05018",12/30/1899 15:00:00,12/30/1899 15:27:00,"19433","27","27","Standard","535931","630",6/23/1996 0:00:00,6/23/1996 0:00:00,59.531500,-153.236500,59.544000,-153.265167,,"07",270.000000,23.774399,25.603199,91.000000,,159.664514,558.825799,399.161285,"W",,,,"01","T","YES","2","2","5","Net ripped","0","0","0","0","0","0",,70.000000,"1.14",1.000000,1.000000,27,"Gear_perf changed",,,
"1996","T05","019","1996T05019",12/30/1899 16:20:00,12/30/1899 16:48:00,"19433","32","32","Standard","535906","630",6/23/1996 0:00:00,6/23/1996 0:00:00,59.448667,-153.255667,59.438667,-153.226167,,"07",78.000000,32.918399,36.575999,91.000000,3.000000,173.272285,518.002486,344.730201,"W",,,,"01",,"YES","2","2","2",,"0","0","0","0","0","0",,70.000000,"1.08",1.400000,1.400000,28,,,,
"1996","T05","020","1996T05020",12/30/1899 18:18:00,12/30/1899 18:43:00,"19433","38","38","Standard","525902","630",6/23/1996 0:00:00,6/23/1996 0:00:00,59.374167,-152.944500,59.388167,-152.920500,,"07",13.000000,56.692799,60.350399,229.000000,2.700000,168.736361,421.840904,253.104542,"W",,,,"01",,"YES","2","2","9",,"0","0","0","0","0","0",,70.000000,"1.12",1.000000,1.000000,25,,,,
"1997","T04","001","1997T04001",12/30/1899 12:17:00,12/30/1899 12:44:00,"19433","5","5","Standard","515932","630",6/26/1997 0:00:00,6/26/1997 0:00:00,59.639167,-151.339500,59.648500,-151.311000,,"07",13.000000,23.774399,25.603199,91.000000,,155.128590,1197.483856,1042.355266,"T",,,,"01",,"YES","1","1","1","One large Rock","0","0","0","0","0","0",,70.000000,"1.02",1.000000,1.030000,27,,,,
"1997","T04","002","1997T04002",12/30/1899 13:30:00,12/30/1899 13:59:00,"19433","2","2","Standard","515931","630",6/26/1997 0:00:00,6/26/1997 0:00:00,59.676500,-151.205167,59.687667,-151.178333,,"07",28.000000,45.719999,45.719999,137.000000,,159.664514,548.846767,389.182253,"T",,,,"01",,"YES","2","1","1",,"0","0","0","0","0","0",,70.000000,"1.05",1.000000,1.060000,29,,,,
"1997","T04","003","1997T04003",12/30/1899 14:21:00,12/30/1899 14:49:00,"19433","1","1","Standard","515931","630",6/26/1997 0:00:00,6/26/1997 0:00:00,59.696333,-151.152167,59.710833,-151.131000,,"07",8.000000,49.377599,67.665599,183.000000,,166.921992,763.849551,596.927558,"T",,,,"01","P1","YES","2","1","1","crab pot in net","0","0","0","0","0","0",,70.000000,"1.08",1.000000,1.090000,28,"Gear_perf changed",,,
"1997","T04","004","1997T04004",12/30/1899 9:13:00,12/30/1899 9:41:00,"19433","10","10","Standard","515935","630",6/27/1997 0:00:00,6/27/1997 0:00:00,59.559500,-151.627667,59.563167,-151.594500,,"07",28.000000,87.782399,89.611199,274.000000,,164.200437,661.337675,497.137237,"T",,6.600000,,"01",,"YES","1","2","1","Temp Logger - 6.6deg C.","0","0","0","0","0","0",,70.000000,"1.03",1.000000,1.030000,28,,,,
"1997","T04","005","1997T04005",12/30/1899 10:33:00,12/30/1899 11:00:00,"19433","12","12","Standard","515936","630",6/27/1997 0:00:00,6/27/1997 0:00:00,59.546833,-151.742000,59.547333,-151.708000,,"07",38.000000,69.494399,78.638399,229.000000,,170.550731,1014.232539,843.681808,"W",,,,"01",,"YES","2","1","1",,"0","0","0","0","0","0",,70.000000,"1.03",1.000000,1.040000,27,,,,
"1997","T04","006","1997T04006",12/30/1899 11:36:00,12/30/1899 12:03:00,"19433","15","15","Standard","515936","630",6/27/1997 0:00:00,6/27/1997 0:00:00,59.527667,-151.777000,59.520000,-151.808167,,"07",188.000000,71.323199,73.151999,229.000000,,157.850144,1612.974467,1455.124322,"T",,,,"01",,"YES","2","2","1",,"0","0","0","0","0","0",,70.000000,"1.05",1.000000,1.060000,27,,,,
"1997","T04","007","1997T04007",,12/30/1899 13:23:00,"19433","13","13","Standard","515936","630",6/27/1997 0:00:00,6/27/1997 0:00:00,59.521333,-151.734833,59.521500,-151.700667,,"07",48.000000,102.412799,106.070399,320.000000,,164.200437,998.810398,834.609960,"W",,,,"01",,"YES","2","2","1",,"0","0","0","0","0","0",,70.000000,"1.03",1.000000,1.040000,,,,,
"1997","T04","008","1997T04008",12/30/1899 14:05:00,12/30/1899 14:35:00,"19433","11","11","Standard","515935","630",6/27/1997 0:00:00,6/27/1997 0:00:00,59.525500,-151.647500,59.531167,-151.612500,,"07",38.000000,100.583999,104.241599,320.000000,,168.736361,1017.861278,849.124916,"T",,,,"01","P1","YES","2","2","1","crab pot on dandylines","0","0","0","0","0","0",,70.000000,"1.12",1.000000,1.000000,30,"Gear_perf changed",,,
"1997","T04","009","1997T04009",12/30/1899 8:30:00,12/30/1899 9:00:00,"19433","4","4","Standard","515932","630",6/28/1997 0:00:00,6/28/1997 0:00:00,59.628667,-151.320167,59.636333,-151.288333,,"07",28.000000,58.521599,60.350399,183.000000,,149.685482,665.873599,516.188117,"W",,,,"01",,"YES","1","1","1","Lots of kelp in net","0","0","0","0","0","0",,70.000000,"1.07",1.000000,1.070000,30,,,,
"1997","T04","010","1997T04010",12/30/1899 9:34:00,12/30/1899 10:01:00,"19433","3","3","Standard","515933","630",6/28/1997 0:00:00,6/28/1997 0:00:00,59.627333,-151.260500,59.640167,-151.236667,,"07",8.000000,62.179199,69.494399,229.000000,,157.850144,399.161285,241.311140,"W",,,,"01",,"YES","1","1","1",,"0","0","0","0","0","0",,70.000000,"1.05",1.000000,1.060000,27,,,,
"1997","T04","011","1997T04011",12/30/1899 10:57:00,12/30/1899 11:25:00,"19433","6","6","Standard","515933","630",6/28/1997 0:00:00,6/28/1997 0:00:00,59.613333,-151.330833,59.621333,-151.297000,,"07",23.000000,73.151999,73.151999,229.000000,,166.921992,779.271691,612.349699,"T",,,,"01",,"YES","1","1","1",,"0","0","0","0","0","0",,70.000000,"1.13",1.000000,1.000000,28,,,,
"1997","T04","012","1997T04012",12/30/1899 12:20:00,12/30/1899 12:48:00,"19433","71","71","Standard","515933","630",6/28/1997 0:00:00,6/28/1997 0:00:00,59.586333,-151.382333,59.592167,-151.347833,,"07",8.000000,96.926399,140.817599,366.000000,,161.478883,723.026237,561.547354,"W",,,,"01",,"YES","2","1","1",,"0","0","0","0","0","0",,70.000000,"1.11",1.000000,1.000000,28,,,,
"1997","T04","013","1997T04013",12/30/1899 14:18:00,12/30/1899 14:47:00,"19433","8","8","Standard","515935","630",6/28/1997 0:00:00,6/28/1997 0:00:00,59.559000,-151.495167,59.563333,-151.459167,,"07",48.000000,164.591999,166.420799,503.000000,,167.829176,1980.384287,1812.555110,"W",,,,"01",,"YES","1","1","2",,"0","0","0","0","0","0",,70.000000,"1.12",1.000000,1.000000,29,,,,
"1997","T04","014","1997T04014",12/30/1899 15:46:00,12/30/1899 16:15:00,"19433","9","9","Standard","515935","630",6/28/1997 0:00:00,6/28/1997 0:00:00,59.554333,-151.557333,59.562167,-151.526667,,"07",18.000000,117.043199,120.700799,366.000000,,164.200437,836.424330,672.223892,"W",,,,"01","T","YES","1","1","2","Hole in belly of net:~3'x3'","0","0","0","0","0","0",,70.000000,"1.04",1.000000,1.050000,29,"Gear_perf changed",,,
"1997","T04","015","1997T04015",12/30/1899 9:41:00,12/30/1899 10:07:00,"19433","14","14","Standard","515936","630",6/29/1997 0:00:00,6/29/1997 0:00:00,59.573833,-151.750167,59.564167,-151.781000,,"07",178.000000,62.179199,67.665599,183.000000,,173.272285,1809.833556,1636.561270,"M",,,,"01",,"YES","1","2","1",,"0","0","0","0","0","0",,70.000000,"1.11",1.000000,1.000000,26,,,,
"1997","T04","016","1997T04016",12/30/1899 11:16:00,12/30/1899 11:42:00,"19433","17","17","Standard","515936","630",6/29/1997 0:00:00,6/29/1997 0:00:00,59.574000,-151.828500,59.562333,-151.856000,,"07",178.000000,38.404799,42.062399,91.000000,,163.293253,2146.399094,1983.105841,"W",,,,"01",,"NO","1","2","1","Foggy","0","0","0","0","0","0",,70.000000,"1.09",1.000000,1.090000,26,,,,
"1997","T04","017","1997T04017",12/30/1899 12:17:00,12/30/1899 12:45:00,"19433","20","20","Standard","515937","630",6/29/1997 0:00:00,6/29/1997 0:00:00,59.565667,-151.925000,59.556167,-151.953333,,"07",178.000000,36.575999,38.404799,91.000000,,159.664514,1362.591479,1202.926965,"T",,,,"01",,"NO","1","2","1",,"0","0","0","0","0","0",,70.000000,"1.03",1.000000,1.040000,28,,,,
"1997","T04","018","1997T04018",12/30/1899 13:22:00,12/30/1899 13:44:00,"19433","21","21","Standard","515937","630",6/29/1997 0:00:00,6/29/1997 0:00:00,59.520500,-151.911000,59.512833,-151.946167,,"07",188.000000,62.179199,69.494399,183.000000,,161.478883,1304.531656,1143.052772,"W",,,,"01","T","NO","2","1","1","10 Ft. rip near the opening","0","0","0","0","0","0",,70.000000,"1.16",1.000000,1.000000,22,"Gear_perf changed",,,
"1997","T04","019","1997T04019",12/30/1899 9:59:00,12/30/1899 10:19:00,"19433","18","18","Standard","515936","630",6/30/1997 0:00:00,6/30/1997 0:00:00,59.526833,-151.839000,59.521000,-151.861333,,"07",183.000000,64.007999,67.665599,183.000000,,165.107622,625.050285,459.942663,"T",,,,"01","H","NO","1","2","9","Hung Up; kept catch; Temp logger","0","1","0","0","0","0",,70.000000,"0.76",0.730000,0.770000,20,"Gear_perf changed",,,
"1997","T04","020","1997T04020",12/30/1899 12:03:00,12/30/1899 12:33:00,"19433","22","22","Standard","515907","630",6/30/1997 0:00:00,6/30/1997 0:00:00,59.497667,-151.938667,59.487000,-151.966333,,"07",193.000000,76.809599,84.124799,229.000000,,163.293253,994.274475,830.981221,"W",,,,"01",,"NO","1","2","9","Fog","0","0","0","0","0","0",,70.000000,"1.05",1.000000,1.060000,30,,,,
"1997","T04","021","1997T04021",12/30/1899 13:18:00,12/30/1899 13:43:00,"19433","19","19","Standard","515907","630",6/30/1997 0:00:00,6/30/1997 0:00:00,59.489500,-151.856333,59.475833,-151.880500,,"07",168.000000,69.494399,76.809599,347.000000,,163.293253,724.840607,561.547354,"W",,,,"01",,"NO","1","2","9","Fog","0","0","0","0","0","0",,70.000000,"1.1",1.000000,1.000000,25,,,,
"1997","T04","022","1997T04022",12/30/1899 14:52:00,12/30/1899 15:20:00,"19433","16","16","Standard","515907","630",6/30/1997 0:00:00,6/30/1997 0:00:00,59.487667,-151.818000,59.492333,-151.784667,,"07",28.000000,67.665599,71.323199,229.000000,,151.499851,738.448378,586.948526,"W",,,,"01",,"NO","1","2","9","Fog","0","0","0","0","0","0",,70.000000,"1.05",1.000000,1.050000,28,,,,
"1997","T04","023","1997T04023",12/30/1899 9:45:00,12/30/1899 10:12:00,"19433","7","7","Standard","515932","630",7/1/1997 0:00:00,7/1/1997 0:00:00,59.623833,-151.341167,59.611333,-151.364167,,"07",173.000000,56.692799,62.179199,183.000000,,166.921992,803.765679,636.843687,"W",,,,"01",,"YES","1","1","9","Fog","0","0","0","0","0","0",,70.000000,"1.02",1.000000,1.030000,27,,,,
"1997","T04","024","1997T04024",12/30/1899 10:42:00,12/30/1899 10:52:00,"19433","17",,"Standard","515936","630",6/29/1997 0:00:00,6/29/1997 0:00:00,59.572833,-151.829166,59.573166,-151.841666,,"07",,,,,,,,,"U",,,,"20","H","NO",,,,"Hung Up","0","0","0","0","0","0",,70.000000,"0.37",0.300000,0.300000,10,,,,
"1997","T05","001","1997T05001",12/30/1899 13:37:00,12/30/1899 14:02:00,"19433","57","57","Standard","525902","630",6/8/1997 0:00:00,6/8/1997 0:00:00,59.119667,-152.736167,59.132000,-152.764333,,"07",263.000000,142.646399,148.132799,411.000000,,157.850144,655.894567,498.044422,"W",,,,"01",,"YES","1","3","9",,"0","0","0","0","0","0",,70.000000,"1.13",1.000000,1.000000,25,,,,
"1997","T05","002","1997T05002",12/30/1899 15:31:00,12/30/1899 15:59:00,"19433","61","61","Standard","525902","630",6/8/1997 0:00:00,6/8/1997 0:00:00,59.048000,-152.901833,59.037000,-152.927333,,"07",163.000000,149.961599,153.619199,457.000000,,152.407036,347.451755,195.044719,"W",,,,"01",,"YES","1","3","9","Temp Logger; Broke footrope at end of tow","0","0","0","0","0","0",,70.000000,"1.02",1.000000,1.030000,28,,,,
"1997","T05","003","1997T05003",12/30/1899 10:18:00,12/30/1899 10:47:00,"19433","67","67","Standard","535834","630",6/9/1997 0:00:00,6/9/1997 0:00:00,58.872833,-153.081667,58.882667,-153.109667,,"07",258.000000,162.763199,168.249599,503.000000,,169.643546,693.089141,523.445594,"T",,,,"01",,"YES","1","2","8",,"0","0","0","0","0","0",,70.000000,"1.04",1.000000,1.050000,29,,,,
"1997","T05","004","1997T05004",12/30/1899 11:57:00,12/30/1899 12:27:00,"19433","68","68","Standard","525831","630",6/9/1997 0:00:00,6/9/1997 0:00:00,58.895500,-152.936500,58.893000,-152.970833,,"07",218.000000,160.934399,162.763199,457.000000,,167.829176,492.601313,324.772136,"T",,,,"01",,"YES","1","2","9","Temp Logger","0","0","0","0","0","0",,70.000000,"1.08",1.000000,1.080000,30,,,,
"1997","T05","005","1997T05005",12/30/1899 13:33:00,12/30/1899 13:46:00,"19433","64","64","Standard","535834","630",6/9/1997 0:00:00,6/9/1997 0:00:00,58.966166,-153.092500,58.959500,-153.084833,,"07",98.000000,157.276799,159.105599,457.000000,,,,,"U",,,,"20","H","NO","1","2","7","Bad tow: hung up, tore net, finished for the day","0","0","0","0","0","0",,70.000000,"0.46",0.450000,0.470000,13,,,,
"1997","T05","006","1997T05006",12/30/1899 8:48:00,12/30/1899 9:16:00,"19433","58","58","Standard","535901","630",6/10/1997 0:00:00,6/10/1997 0:00:00,59.050833,-153.434333,59.066333,-153.451167,,"07",288.000000,42.062399,42.062399,137.000000,,157.850144,722.119053,564.268908,"T",,,,"01","P1","YES","2","2","4","Data logger / crab pot","0","0","0","0","0","0",,70.000000,"1.07",1.000000,1.070000,28,"Gear_perf changed",,,
"1997","T05","007","1997T05007",12/30/1899 10:24:00,12/30/1899 10:54:00,"19433","53","53","Standard","535901","630",6/10/1997 0:00:00,6/10/1997 0:00:00,59.126667,-153.451000,59.144333,-153.465333,,"07",273.000000,42.062399,43.891199,137.000000,,159.664514,467.200141,307.535626,"T",,,,"01",,"YES","2","2","2",,"0","0","0","0","0","0",,70.000000,"1.14",1.000000,1.000000,30,,,,
"1997","T05","008","1997T05008",12/30/1899 12:22:00,12/30/1899 12:49:00,"19433","54","54","Standard","535901","630",6/10/1997 0:00:00,6/10/1997 0:00:00,59.114500,-153.275833,59.126167,-153.250167,,"07",358.000000,43.891199,47.548799,137.000000,,149.685482,244.939879,95.254397,"T",,,,"01",,"YES","2","2","2","Hard Bottom, this was 2nd attempt at this tow_hung up on first tow.","0","0","0","0","0","0",,70.000000,"1.05",1.000000,1.060000,27,,,,
"1997","T05","009","1997T05009",12/30/1899 13:57:00,12/30/1899 14:25:00,"19433","50","50","Standard","535901","630",6/10/1997 0:00:00,6/10/1997 0:00:00,59.204000,-153.090667,59.214333,-153.062500,,"07",15.000000,69.494399,69.494399,229.000000,,164.200437,1036.004973,871.804535,"T",,,,"01",,"YES","1","2","1",,"0","0","0","0","0","0",,70.000000,"1.07",1.000000,1.070000,28,,,,
"1997","T05","010","1997T05010",12/30/1899 15:14:00,12/30/1899 15:44:00,"19433","51","51","Standard","525902","630",6/10/1997 0:00:00,6/10/1997 0:00:00,59.209000,-152.935833,59.196167,-152.910167,,"07",93.000000,107.899199,124.358399,320.000000,,167.829176,1378.013620,1210.184443,"T",,,,"01",,"YES","1","2","1",,"0","0","0","0","0","0",,70.000000,"1.1",1.000000,1.000000,30,,,,
"1997","T05","011","1997T05011",12/30/1899 8:47:00,12/30/1899 9:12:00,"19433","41","41","Standard","535906","630",6/11/1997 0:00:00,6/11/1997 0:00:00,59.274333,-153.593000,59.265667,-153.562667,,"07",83.000000,31.089599,31.089599,91.000000,,161.478883,335.658353,174.179470,"T",,,,"01",,"YES","1","1","1",,"0","0","0","0","0","0",,70.000000,"1.07",1.000000,1.070000,25,,,,
"1997","T05","012","1997T05012",12/30/1899 9:46:00,12/30/1899 10:14:00,"19433","471","47A","Standard","535902","630",6/11/1997 0:00:00,6/11/1997 0:00:00,59.223500,-153.607500,59.209167,-153.583833,,"07",128.000000,32.918399,34.747199,91.000000,,160.571698,739.355563,578.783864,"T",,,,"01",,"YES","2","1","7",,"0","0","0","0","0","0",,70.000000,"1.12",1.000000,1.000000,28,,,,
"1997","T05","013","1997T05013",12/30/1899 11:18:00,12/30/1899 11:32:00,"19433","472","47B","Standard","535902","630",6/11/1997 0:00:00,6/11/1997 0:00:00,59.187167,-153.633667,59.184833,-153.615667,,"07",78.000000,82.295999,87.782399,229.000000,,163.293253,2009.414199,1846.120945,"T",,,,"01",,"NO","1","1","5","Exploratory tow in 50 fathom hole; lots of dead kelp","0","0","0","0","0","0",,70.000000,"0.56",0.500000,0.500000,14,,,,
"1997","T05","014","1997T05014",12/30/1899 14:08:00,12/30/1899 14:38:00,"19433","44","44","Standard","535906","630",6/11/1997 0:00:00,6/11/1997 0:00:00,59.309667,-153.119000,59.316833,-153.087333,,"07",30.000000,53.035199,53.035199,183.000000,,161.478883,960.708639,799.229755,"T",,,,"01",,"YES","1","1","5",,"0","0","0","0","0","0",,70.000000,"1.05",1.000000,1.060000,30,,,,
"1997","T05","015","1997T05015",12/30/1899 15:36:00,12/30/1899 16:04:00,"19433","45","45","Standard","525902","630",6/11/1997 0:00:00,6/11/1997 0:00:00,59.292833,-152.936833,59.299333,-152.904000,,"07",28.000000,73.151999,82.295999,229.000000,,158.757329,767.478290,608.720960,"W",,,,"01",,"YES","1","1","5","King Crab Haul","0","0","0","0","0","0",,70.000000,"1.08",1.000000,1.080000,28,,,,
"1997","T05","016","1997T05016",12/30/1899 10:25:00,12/30/1899 10:52:00,"19433","37","37","Standard","535906","630",6/12/1997 0:00:00,6/12/1997 0:00:00,59.368333,-153.099500,59.365167,-153.066667,,"07",53.000000,47.548799,49.377599,137.000000,,168.736361,892.669784,723.933422,"T",,,,"01",,"YES","2","2","7","Temp Logger this tow","0","0","0","0","0","0",,70.000000,"1.01",1.000000,1.020000,27,,,,
"1997","T05","017","1997T05017",12/30/1899 11:48:00,12/30/1899 12:17:00,"19433","38","38","Standard","525902","630",6/12/1997 0:00:00,6/12/1997 0:00:00,59.372667,-152.943500,59.383500,-152.915000,,"07",3.000000,54.863999,60.350399,183.000000,,156.942960,313.885920,156.942960,"T",,,,"01",,"YES","2","2","5",,"0","0","0","0","0","0",,70.000000,"1.09",1.000000,1.090000,29,,,,
"1997","T05","018","1997T05018",12/30/1899 13:32:00,12/30/1899 14:00:00,"19433","33","33","Standard","535906","630",6/12/1997 0:00:00,6/12/1997 0:00:00,59.462500,-153.136167,59.452000,-153.107667,,"07",78.000000,36.575999,40.233599,110.000000,,157.850144,462.664217,304.814072,"T",,,,"01",,"YES","2","2","5",,"0","0","0","0","0","0",,70.000000,"1.08",1.000000,1.080000,28,,,,
"1997","T05","019","1997T05019",12/30/1899 14:46:00,12/30/1899 15:16:00,"19433","32","32","Standard","535906","630",6/12/1997 0:00:00,6/12/1997 0:00:00,59.448667,-153.255000,59.438000,-153.225500,,"07",86.000000,32.918399,34.747199,91.000000,,161.478883,483.529466,322.050582,"T",,,,"01",,"YES","2","7","5",,"0","0","0","0","0","0",,70.000000,"1.11",1.000000,1.000000,30,,,,
"1997","T05","020","1997T05020",12/30/1899 16:09:00,12/30/1899 16:38:00,"19433","27","27","Standard","535931","630",6/12/1997 0:00:00,6/12/1997 0:00:00,59.531167,-153.241167,59.545500,-153.264333,,"07",268.000000,23.774399,25.603199,91.000000,,165.107622,928.957173,763.849551,"W",,,,"01",,"YES","1","2","5",,"0","0","0","0","0","0",,70.000000,"1.11",1.000000,1.000000,29,,,,
"1997","T05","021","1997T05021",12/30/1899 11:48:00,12/30/1899 12:02:00,"19433","54",,"Standard","535901","630",6/10/1997 0:00:00,6/10/1997 0:00:00,59.109333,-153.284166,59.115000,-153.271166,,"07",,,,,,,,,"U",,,,"20","H","NO",,,,"Hung up & Catch discarded","0","0","0","0","0","0",,70.000000,"0.52",0.500000,0.530000,14,,,,
"1997","T06","001","1997T06001",12/30/1899 12:12:00,12/30/1899 12:36:00,"19433","24","Q-33","Standard","456031","649",8/16/1997 0:00:00,8/16/1997 0:00:00,60.603167,-145.896667,60.609333,-145.929167,,"07",228.000000,181.051199,182.880000,503.000000,,162.386068,917.163772,754.777703,"T",,,,"01",,"YES","1","1","9",,"0","0","0","0","0","0",,70.000000,"1.02",1.000000,1.030000,24,,,,
"1997","T06","002","1997T06002",12/30/1899 14:45:00,12/30/1899 15:08:00,"19433","23","R-32","Standard","466031","649",8/16/1997 0:00:00,8/16/1997 0:00:00,60.565667,-146.067833,60.574000,-146.038833,,"07",23.000000,171.907199,197.510400,503.000000,,146.056743,398.254100,252.197357,"T",,,,"01",,"YES","1","1","9","Adult herring in catch","0","0","0","0","0","0",,70.000000,"0.99",1.000000,0.990000,23,,,,
"1997","T06","003","1997T06003",12/30/1899 15:45:00,12/30/1899 16:11:00,"19433","22","R-31","Standard","466031","649",8/16/1997 0:00:00,8/16/1997 0:00:00,60.558500,-146.153000,60.563667,-146.118000,,"07",28.000000,149.961599,149.961600,457.000000,,156.035775,682.202924,526.167149,"T",,,,"01",,"YES","1","1","9",,"0","0","0","0","0","0",,70.000000,"1.08",1.000000,1.080000,26,,,,
"1997","T06","004","1997T06004",12/30/1899 16:45:00,12/30/1899 17:11:00,"19433","21","Q-31","Standard","466031","649",8/16/1997 0:00:00,8/16/1997 0:00:00,60.589500,-146.113500,60.595167,-146.148667,,"07",208.000000,109.727999,138.988800,320.000000,,156.942960,996.088844,839.145884,"T",,,,"01",,"YES","1","1","9",,"0","0","0","0","0","0",,70.000000,"1.09",1.000000,1.090000,26,,,,
"1997","T06","005","1997T06005",12/30/1899 9:17:00,12/30/1899 9:44:00,"19433","18","Q-30","Standard","466031","649",8/17/1997 0:00:00,8/17/1997 0:00:00,60.596333,-146.204333,60.593500,-146.239167,,"07",193.000000,129.844799,137.160000,411.000000,,156.942960,1238.307170,1081.364210,"T",,,,"01",,"YES","1","1","5",,"0","0","0","0","0","0",,70.000000,"1.03",1.000000,1.040000,27,,,,
"1997","T06","006","1997T06006",12/30/1899 10:34:00,12/30/1899 10:58:00,"19433","20","R-30","Standard","466031","649",8/17/1997 0:00:00,8/17/1997 0:00:00,60.561167,-146.230167,60.566833,-146.197000,,"07",33.000000,137.159999,138.988800,411.000000,,166.014807,929.864358,763.849551,"T",,,,"01",,"YES","1","1","4",,"0","0","0","0","0","0",,70.000000,"1.03",1.000000,1.040000,24,,,,
"1997","T06","007","1997T06007",12/30/1899 11:51:00,12/30/1899 12:17:00,"19433","19","R-29","Standard","466031","649",8/17/1997 0:00:00,8/17/1997 0:00:00,60.564167,-146.311833,60.563500,-146.277167,,"07",53.000000,118.871999,128.016000,366.000000,,154.221405,428.191197,273.969791,"T",,,,"01",,"YES","1","1","8",,"0","0","0","0","0","0",,70.000000,"1.02",1.000000,1.020000,26,,,,
"1997","T06","008","1997T06008",12/30/1899 13:15:00,12/30/1899 13:38:00,"19433","17","R-28","Standard","466031","649",8/17/1997 0:00:00,8/17/1997 0:00:00,60.565000,-146.414667,60.571000,-146.384667,,"07",48.000000,124.358399,124.358400,366.000000,,163.293253,427.284012,263.990759,"T",,,,"01",,"YES","2","1","9",,"0","0","0","0","0","0",,70.000000,"0.95",1.000000,0.960000,23,,,,
"1997","T06","009","1997T06009",12/30/1899 14:14:00,12/30/1899 14:41:00,"19433","12","R-27","Standard","466031","649",8/17/1997 0:00:00,8/17/1997 0:00:00,60.552833,-146.440833,60.544000,-146.471333,,"07",168.000000,118.871999,120.700800,366.000000,,168.736361,473.096841,304.360480,"W",,,,"01",,"YES","2","1","6",,"0","0","0","0","0","0",,70.000000,"1.04",1.000000,1.050000,27,,,,
"1997","T06","010","1997T06010",12/30/1899 15:29:00,12/30/1899 15:55:00,"19433","16","Q-28","Standard","466031","649",8/17/1997 0:00:00,8/17/1997 0:00:00,60.595667,-146.410500,60.596333,-146.376000,,"07",63.000000,115.214399,118.872000,366.000000,,172.365100,811.930342,639.565241,"T",,,,"01",,"YES","2","1","2",,"0","0","0","0","0","0",,70.000000,"1.01",1.000000,1.020000,26,,,,
